date,count,year,month,NAME,state,age_under_5,age_5_9,age_10_19,age_20_29,age_30_39,age_40_49,age_50_59,age_60_69,age_70_79,age_80_84,age_85_plus,total_population,age_60_69_ratio,Month,AvgTemp,MinTemp,MaxTemp,Precip,HeatingDegreeDays,CoolingDegreeDays,age_under_5_ratio,age_5_9_ratio,age_10_19_ratio,age_20_29_ratio,age_30_39_ratio,age_40_49_ratio,age_50_59_ratio,age_70_79_ratio,age_80_84_ratio,age_85_plus_ratio
2013-01-01,91.0,2013,1,Maine,23.0,64177.0,70496.0,159483.0,157116.0,146376.0,180882.0,216316.0,174930.0,96160.0,33113.0,10262.0,1328302.0,0.131694449003314,"January, 2013",15.8,5.7,26.0,1.42,1394.0,,0.04831506690496589,0.05307226820406805,0.12006531647170599,0.11828334219176061,0.11019783151723027,0.13617535771232747,0.16285152021151816,0.0723931756483089,0.024928818898112024,0.007725652750654595
2013-02-01,72.0,2013,2,Maine,23.0,64177.0,70496.0,159483.0,157116.0,146376.0,180882.0,216316.0,174930.0,96160.0,33113.0,10262.0,1328302.0,0.131694449003314,"February, 2013",20.0,11.3,28.8,3.06,1155.0,,0.04831506690496589,0.05307226820406805,0.12006531647170599,0.11828334219176061,0.11019783151723027,0.13617535771232747,0.16285152021151816,0.0723931756483089,0.024928818898112024,0.007725652750654595
2013-03-01,103.0,2013,3,Maine,23.0,64177.0,70496.0,159483.0,157116.0,146376.0,180882.0,216316.0,174930.0,96160.0,33113.0,10262.0,1328302.0,0.131694449003314,"March, 2013",30.3,22.5,38.2,2.45,1002.0,,0.04831506690496589,0.05307226820406805,0.12006531647170599,0.11828334219176061,0.11019783151723027,0.13617535771232747,0.16285152021151816,0.0723931756483089,0.024928818898112024,0.007725652750654595
2013-04-01,72.0,2013,4,Maine,23.0,64177.0,70496.0,159483.0,157116.0,146376.0,180882.0,216316.0,174930.0,96160.0,33113.0,10262.0,1328302.0,0.131694449003314,"April, 2013",39.1,28.2,50.0,1.98,702.0,,0.04831506690496589,0.05307226820406805,0.12006531647170599,0.11828334219176061,0.11019783151723027,0.13617535771232747,0.16285152021151816,0.0723931756483089,0.024928818898112024,0.007725652750654595
2013-05-01,62.0,2013,5,Maine,23.0,64177.0,70496.0,159483.0,157116.0,146376.0,180882.0,216316.0,174930.0,96160.0,33113.0,10262.0,1328302.0,0.131694449003314,"May, 2013",52.3,40.2,64.4,5.67,370.0,,0.04831506690496589,0.05307226820406805,0.12006531647170599,0.11828334219176061,0.11019783151723027,0.13617535771232747,0.16285152021151816,0.0723931756483089,0.024928818898112024,0.007725652750654595
2013-06-01,104.0,2013,6,Maine,23.0,64177.0,70496.0,159483.0,157116.0,146376.0,180882.0,216316.0,174930.0,96160.0,33113.0,10262.0,1328302.0,0.131694449003314,"June, 2013",60.8,50.3,71.3,6.55,97.0,22.0,0.04831506690496589,0.05307226820406805,0.12006531647170599,0.11828334219176061,0.11019783151723027,0.13617535771232747,0.16285152021151816,0.0723931756483089,0.024928818898112024,0.007725652750654595
2013-07-01,130.0,2013,7,Maine,23.0,64177.0,70496.0,159483.0,157116.0,146376.0,180882.0,216316.0,174930.0,96160.0,33113.0,10262.0,1328302.0,0.131694449003314,"July, 2013",68.3,57.7,78.8,4.89,11.0,161.0,0.04831506690496589,0.05307226820406805,0.12006531647170599,0.11828334219176061,0.11019783151723027,0.13617535771232747,0.16285152021151816,0.0723931756483089,0.024928818898112024,0.007725652750654595
2013-08-01,140.0,2013,8,Maine,23.0,64177.0,70496.0,159483.0,157116.0,146376.0,180882.0,216316.0,174930.0,96160.0,33113.0,10262.0,1328302.0,0.131694449003314,"August, 2013",63.7,52.7,74.7,4.6,60.0,72.0,0.04831506690496589,0.05307226820406805,0.12006531647170599,0.11828334219176061,0.11019783151723027,0.13617535771232747,0.16285152021151816,0.0723931756483089,0.024928818898112024,0.007725652750654595
2013-09-01,120.0,2013,9,Maine,23.0,64177.0,70496.0,159483.0,157116.0,146376.0,180882.0,216316.0,174930.0,96160.0,33113.0,10262.0,1328302.0,0.131694449003314,"September, 2013",56.7,46.6,66.9,5.42,206.0,5.0,0.04831506690496589,0.05307226820406805,0.12006531647170599,0.11828334219176061,0.11019783151723027,0.13617535771232747,0.16285152021151816,0.0723931756483089,0.024928818898112024,0.007725652750654595
2013-10-01,106.0,2013,10,Maine,23.0,64177.0,70496.0,159483.0,157116.0,146376.0,180882.0,216316.0,174930.0,96160.0,33113.0,10262.0,1328302.0,0.131694449003314,"October, 2013",47.3,37.0,57.6,1.7,487.0,,0.04831506690496589,0.05307226820406805,0.12006531647170599,0.11828334219176061,0.11019783151723027,0.13617535771232747,0.16285152021151816,0.0723931756483089,0.024928818898112024,0.007725652750654595
2013-11-01,92.0,2013,11,Maine,23.0,64177.0,70496.0,159483.0,157116.0,146376.0,180882.0,216316.0,174930.0,96160.0,33113.0,10262.0,1328302.0,0.131694449003314,"November, 2013",32.3,24.0,40.6,4.11,902.0,,0.04831506690496589,0.05307226820406805,0.12006531647170599,0.11828334219176061,0.11019783151723027,0.13617535771232747,0.16285152021151816,0.0723931756483089,0.024928818898112024,0.007725652750654595
2013-12-01,72.0,2013,12,Maine,23.0,64177.0,70496.0,159483.0,157116.0,146376.0,180882.0,216316.0,174930.0,96160.0,33113.0,10262.0,1328302.0,0.131694449003314,"December, 2013",17.0,9.3,24.6,3.76,1373.0,,0.04831506690496589,0.05307226820406805,0.12006531647170599,0.11828334219176061,0.11019783151723027,0.13617535771232747,0.16285152021151816,0.0723931756483089,0.024928818898112024,0.007725652750654595
2014-01-01,100.0,2014,1,Maine,23.0,62917.0,71830.0,157385.0,155225.0,149807.0,174208.0,217565.0,181275.0,96753.0,31764.0,11031.0,1330089.0,0.1362878724656771,"January, 2014",14.2,4.9,23.6,3.41,1453.0,,0.0473028496589326,0.054003905001845744,0.11832666836580108,0.11670271688586252,0.11262930525701663,0.13097469417460034,0.16357176098742265,0.07274174886041461,0.023881108707763166,0.008293429988519565
2014-02-01,87.0,2014,2,Maine,23.0,62917.0,71830.0,157385.0,155225.0,149807.0,174208.0,217565.0,181275.0,96753.0,31764.0,11031.0,1330089.0,0.1362878724656771,"February, 2014",15.7,4.9,26.5,2.85,1271.0,,0.0473028496589326,0.054003905001845744,0.11832666836580108,0.11670271688586252,0.11262930525701663,0.13097469417460034,0.16357176098742265,0.07274174886041461,0.023881108707763166,0.008293429988519565
2014-03-01,79.0,2014,3,Maine,23.0,62917.0,71830.0,157385.0,155225.0,149807.0,174208.0,217565.0,181275.0,96753.0,31764.0,11031.0,1330089.0,0.1362878724656771,"March, 2014",18.1,6.4,29.9,3.8,1319.0,,0.0473028496589326,0.054003905001845744,0.11832666836580108,0.11670271688586252,0.11262930525701663,0.13097469417460034,0.16357176098742265,0.07274174886041461,0.023881108707763166,0.008293429988519565
2014-04-01,93.0,2014,4,Maine,23.0,62917.0,71830.0,157385.0,155225.0,149807.0,174208.0,217565.0,181275.0,96753.0,31764.0,11031.0,1330089.0,0.1362878724656771,"April, 2014",38.7,28.0,49.4,3.44,714.0,,0.0473028496589326,0.054003905001845744,0.11832666836580108,0.11670271688586252,0.11262930525701663,0.13097469417460034,0.16357176098742265,0.07274174886041461,0.023881108707763166,0.008293429988519565
2014-05-01,117.0,2014,5,Maine,23.0,62917.0,71830.0,157385.0,155225.0,149807.0,174208.0,217565.0,181275.0,96753.0,31764.0,11031.0,1330089.0,0.1362878724656771,"May, 2014",51.7,41.1,62.2,3.99,377.0,,0.0473028496589326,0.054003905001845744,0.11832666836580108,0.11670271688586252,0.11262930525701663,0.13097469417460034,0.16357176098742265,0.07274174886041461,0.023881108707763166,0.008293429988519565
2014-06-01,144.0,2014,6,Maine,23.0,62917.0,71830.0,157385.0,155225.0,149807.0,174208.0,217565.0,181275.0,96753.0,31764.0,11031.0,1330089.0,0.1362878724656771,"June, 2014",61.6,50.0,73.2,4.58,96.0,22.0,0.0473028496589326,0.054003905001845744,0.11832666836580108,0.11670271688586252,0.11262930525701663,0.13097469417460034,0.16357176098742265,0.07274174886041461,0.023881108707763166,0.008293429988519565
2014-07-01,109.0,2014,7,Maine,23.0,62917.0,71830.0,157385.0,155225.0,149807.0,174208.0,217565.0,181275.0,96753.0,31764.0,11031.0,1330089.0,0.1362878724656771,"July, 2014",67.2,56.6,77.9,6.65,18.0,129.0,0.0473028496589326,0.054003905001845744,0.11832666836580108,0.11670271688586252,0.11262930525701663,0.13097469417460034,0.16357176098742265,0.07274174886041461,0.023881108707763166,0.008293429988519565
2014-08-01,127.0,2014,8,Maine,23.0,62917.0,71830.0,157385.0,155225.0,149807.0,174208.0,217565.0,181275.0,96753.0,31764.0,11031.0,1330089.0,0.1362878724656771,"August, 2014",64.4,53.5,75.2,3.34,55.0,76.0,0.0473028496589326,0.054003905001845744,0.11832666836580108,0.11670271688586252,0.11262930525701663,0.13097469417460034,0.16357176098742265,0.07274174886041461,0.023881108707763166,0.008293429988519565
2014-09-01,111.0,2014,9,Maine,23.0,62917.0,71830.0,157385.0,155225.0,149807.0,174208.0,217565.0,181275.0,96753.0,31764.0,11031.0,1330089.0,0.1362878724656771,"September, 2014",56.4,44.8,68.1,1.61,208.0,5.0,0.0473028496589326,0.054003905001845744,0.11832666836580108,0.11670271688586252,0.11262930525701663,0.13097469417460034,0.16357176098742265,0.07274174886041461,0.023881108707763166,0.008293429988519565
2014-10-01,113.0,2014,10,Maine,23.0,62917.0,71830.0,157385.0,155225.0,149807.0,174208.0,217565.0,181275.0,96753.0,31764.0,11031.0,1330089.0,0.1362878724656771,"October, 2014",48.5,40.1,56.9,6.2,446.0,,0.0473028496589326,0.054003905001845744,0.11832666836580108,0.11670271688586252,0.11262930525701663,0.13097469417460034,0.16357176098742265,0.07274174886041461,0.023881108707763166,0.008293429988519565
2014-11-01,91.0,2014,11,Maine,23.0,62917.0,71830.0,157385.0,155225.0,149807.0,174208.0,217565.0,181275.0,96753.0,31764.0,11031.0,1330089.0,0.1362878724656771,"November, 2014",31.8,24.2,39.4,3.5,920.0,,0.0473028496589326,0.054003905001845744,0.11832666836580108,0.11670271688586252,0.11262930525701663,0.13097469417460034,0.16357176098742265,0.07274174886041461,0.023881108707763166,0.008293429988519565
2014-12-01,69.0,2014,12,Maine,23.0,62917.0,71830.0,157385.0,155225.0,149807.0,174208.0,217565.0,181275.0,96753.0,31764.0,11031.0,1330089.0,0.1362878724656771,"December, 2014",26.0,19.4,32.5,6.08,1095.0,,0.0473028496589326,0.054003905001845744,0.11832666836580108,0.11670271688586252,0.11262930525701663,0.13097469417460034,0.16357176098742265,0.07274174886041461,0.023881108707763166,0.008293429988519565
2015-01-01,109.0,2015,1,Maine,23.0,63852.0,69349.0,155963.0,155116.0,146320.0,172948.0,215600.0,186662.0,102504.0,28990.0,10673.0,1329328.0,0.1404183166231359,"January, 2015",11.7,0.7,22.7,3.17,1530.0,,0.04803329200919562,0.05216846406605443,0.11732469337891024,0.11668752933813174,0.11007065223932694,0.13010182588495842,0.16218721037998146,0.07710963735060121,0.02180801126584259,0.008028868721639807
2015-02-01,89.0,2015,2,Maine,23.0,63852.0,69349.0,155963.0,155116.0,146320.0,172948.0,215600.0,186662.0,102504.0,28990.0,10673.0,1329328.0,0.1404183166231359,"February, 2015",5.2,-5.8,16.1,1.74,1575.0,,0.04803329200919562,0.05216846406605443,0.11732469337891024,0.11668752933813174,0.11007065223932694,0.13010182588495842,0.16218721037998146,0.07710963735060121,0.02180801126584259,0.008028868721639807
2015-03-01,107.0,2015,3,Maine,23.0,63852.0,69349.0,155963.0,155116.0,146320.0,172948.0,215600.0,186662.0,102504.0,28990.0,10673.0,1329328.0,0.1404183166231359,"March, 2015",21.6,10.2,33.0,1.78,1255.0,,0.04803329200919562,0.05216846406605443,0.11732469337891024,0.11668752933813174,0.11007065223932694,0.13010182588495842,0.16218721037998146,0.07710963735060121,0.02180801126584259,0.008028868721639807
2015-04-01,95.0,2015,4,Maine,23.0,63852.0,69349.0,155963.0,155116.0,146320.0,172948.0,215600.0,186662.0,102504.0,28990.0,10673.0,1329328.0,0.1404183166231359,"April, 2015",37.8,27.2,48.5,3.08,741.0,,0.04803329200919562,0.05216846406605443,0.11732469337891024,0.11668752933813174,0.11007065223932694,0.13010182588495842,0.16218721037998146,0.07710963735060121,0.02180801126584259,0.008028868721639807
2015-05-01,124.0,2015,5,Maine,23.0,63852.0,69349.0,155963.0,155116.0,146320.0,172948.0,215600.0,186662.0,102504.0,28990.0,10673.0,1329328.0,0.1404183166231359,"May, 2015",55.7,42.8,68.7,2.8,259.0,4.0,0.04803329200919562,0.05216846406605443,0.11732469337891024,0.11668752933813174,0.11007065223932694,0.13010182588495842,0.16218721037998146,0.07710963735060121,0.02180801126584259,0.008028868721639807
2015-06-01,134.0,2015,6,Maine,23.0,63852.0,69349.0,155963.0,155116.0,146320.0,172948.0,215600.0,186662.0,102504.0,28990.0,10673.0,1329328.0,0.1404183166231359,"June, 2015",57.5,47.4,67.5,5.79,195.0,,0.04803329200919562,0.05216846406605443,0.11732469337891024,0.11668752933813174,0.11007065223932694,0.13010182588495842,0.16218721037998146,0.07710963735060121,0.02180801126584259,0.008028868721639807
2015-07-01,142.0,2015,7,Maine,23.0,63852.0,69349.0,155963.0,155116.0,146320.0,172948.0,215600.0,186662.0,102504.0,28990.0,10673.0,1329328.0,0.1404183166231359,"July, 2015",64.8,54.0,75.5,3.61,42.0,79.0,0.04803329200919562,0.05216846406605443,0.11732469337891024,0.11668752933813174,0.11007065223932694,0.13010182588495842,0.16218721037998146,0.07710963735060121,0.02180801126584259,0.008028868721639807
2015-08-01,128.0,2015,8,Maine,23.0,63852.0,69349.0,155963.0,155116.0,146320.0,172948.0,215600.0,186662.0,102504.0,28990.0,10673.0,1329328.0,0.1404183166231359,"August, 2015",67.2,56.8,77.5,3.9,23.0,130.0,0.04803329200919562,0.05216846406605443,0.11732469337891024,0.11668752933813174,0.11007065223932694,0.13010182588495842,0.16218721037998146,0.07710963735060121,0.02180801126584259,0.008028868721639807
2015-09-01,133.0,2015,9,Maine,23.0,63852.0,69349.0,155963.0,155116.0,146320.0,172948.0,215600.0,186662.0,102504.0,28990.0,10673.0,1329328.0,0.1404183166231359,"September, 2015",61.8,49.9,73.7,4.82,88.0,39.0,0.04803329200919562,0.05216846406605443,0.11732469337891024,0.11668752933813174,0.11007065223932694,0.13010182588495842,0.16218721037998146,0.07710963735060121,0.02180801126584259,0.008028868721639807
2015-10-01,127.0,2015,10,Maine,23.0,63852.0,69349.0,155963.0,155116.0,146320.0,172948.0,215600.0,186662.0,102504.0,28990.0,10673.0,1329328.0,0.1404183166231359,"October, 2015",43.2,33.1,53.2,4.73,599.0,,0.04803329200919562,0.05216846406605443,0.11732469337891024,0.11668752933813174,0.11007065223932694,0.13010182588495842,0.16218721037998146,0.07710963735060121,0.02180801126584259,0.008028868721639807
2015-11-01,116.0,2015,11,Maine,23.0,63852.0,69349.0,155963.0,155116.0,146320.0,172948.0,215600.0,186662.0,102504.0,28990.0,10673.0,1329328.0,0.1404183166231359,"November, 2015",37.0,28.7,45.3,2.43,770.0,,0.04803329200919562,0.05216846406605443,0.11732469337891024,0.11668752933813174,0.11007065223932694,0.13010182588495842,0.16218721037998146,0.07710963735060121,0.02180801126584259,0.008028868721639807
2015-12-01,79.0,2015,12,Maine,23.0,63852.0,69349.0,155963.0,155116.0,146320.0,172948.0,215600.0,186662.0,102504.0,28990.0,10673.0,1329328.0,0.1404183166231359,"December, 2015",31.2,24.9,37.4,5.31,960.0,,0.04803329200919562,0.05216846406605443,0.11732469337891024,0.11668752933813174,0.11007065223932694,0.13010182588495842,0.16218721037998146,0.07710963735060121,0.02180801126584259,0.008028868721639807
2016-01-01,111.0,2016,1,Maine,23.0,63941.0,74853.0,151051.0,154906.0,150954.0,169302.0,209868.0,192267.0,99895.0,29246.0,14109.0,1331479.0,0.1444010757961635,"January, 2016",20.1,11.4,28.7,2.5,1278.0,,0.04802253734381091,0.05621793509323091,0.1134460250593513,0.116341301665291,0.11337317374138083,0.12715333850552657,0.15762021030748513,0.07502559184185406,0.021965047890353508,0.010596487064384793
2016-02-01,101.0,2016,2,Maine,23.0,63941.0,74853.0,151051.0,154906.0,150954.0,169302.0,209868.0,192267.0,99895.0,29246.0,14109.0,1331479.0,0.1444010757961635,"February, 2016",21.9,11.4,32.3,4.74,1097.0,,0.04802253734381091,0.05621793509323091,0.1134460250593513,0.116341301665291,0.11337317374138083,0.12715333850552657,0.15762021030748513,0.07502559184185406,0.021965047890353508,0.010596487064384793
2016-03-01,123.0,2016,3,Maine,23.0,63941.0,74853.0,151051.0,154906.0,150954.0,169302.0,209868.0,192267.0,99895.0,29246.0,14109.0,1331479.0,0.1444010757961635,"March, 2016",29.2,19.8,38.6,3.74,989.0,,0.04802253734381091,0.05621793509323091,0.1134460250593513,0.116341301665291,0.11337317374138083,0.12715333850552657,0.15762021030748513,0.07502559184185406,0.021965047890353508,0.010596487064384793
2016-04-01,108.0,2016,4,Maine,23.0,63941.0,74853.0,151051.0,154906.0,150954.0,169302.0,209868.0,192267.0,99895.0,29246.0,14109.0,1331479.0,0.1444010757961635,"April, 2016",37.3,25.6,49.1,2.53,738.0,,0.04802253734381091,0.05621793509323091,0.1134460250593513,0.116341301665291,0.11337317374138083,0.12715333850552657,0.15762021030748513,0.07502559184185406,0.021965047890353508,0.010596487064384793
2016-05-01,121.0,2016,5,Maine,23.0,63941.0,74853.0,151051.0,154906.0,150954.0,169302.0,209868.0,192267.0,99895.0,29246.0,14109.0,1331479.0,0.1444010757961635,"May, 2016",52.8,41.1,64.4,2.56,346.0,,0.04802253734381091,0.05621793509323091,0.1134460250593513,0.116341301665291,0.11337317374138083,0.12715333850552657,0.15762021030748513,0.07502559184185406,0.021965047890353508,0.010596487064384793
2016-06-01,158.0,2016,6,Maine,23.0,63941.0,74853.0,151051.0,154906.0,150954.0,169302.0,209868.0,192267.0,99895.0,29246.0,14109.0,1331479.0,0.1444010757961635,"June, 2016",60.5,48.9,72.0,3.41,120.0,14.0,0.04802253734381091,0.05621793509323091,0.1134460250593513,0.116341301665291,0.11337317374138083,0.12715333850552657,0.15762021030748513,0.07502559184185406,0.021965047890353508,0.010596487064384793
2016-07-01,160.0,2016,7,Maine,23.0,63941.0,74853.0,151051.0,154906.0,150954.0,169302.0,209868.0,192267.0,99895.0,29246.0,14109.0,1331479.0,0.1444010757961635,"July, 2016",67.0,56.2,77.7,3.78,18.0,133.0,0.04802253734381091,0.05621793509323091,0.1134460250593513,0.116341301665291,0.11337317374138083,0.12715333850552657,0.15762021030748513,0.07502559184185406,0.021965047890353508,0.010596487064384793
2016-08-01,151.0,2016,8,Maine,23.0,63941.0,74853.0,151051.0,154906.0,150954.0,169302.0,209868.0,192267.0,99895.0,29246.0,14109.0,1331479.0,0.1444010757961635,"August, 2016",66.6,55.2,77.9,4.15,24.0,129.0,0.04802253734381091,0.05621793509323091,0.1134460250593513,0.116341301665291,0.11337317374138083,0.12715333850552657,0.15762021030748513,0.07502559184185406,0.021965047890353508,0.010596487064384793
2016-09-01,146.0,2016,9,Maine,23.0,63941.0,74853.0,151051.0,154906.0,150954.0,169302.0,209868.0,192267.0,99895.0,29246.0,14109.0,1331479.0,0.1444010757961635,"September, 2016",59.1,47.8,70.3,1.58,137.0,17.0,0.04802253734381091,0.05621793509323091,0.1134460250593513,0.116341301665291,0.11337317374138083,0.12715333850552657,0.15762021030748513,0.07502559184185406,0.021965047890353508,0.010596487064384793
2016-10-01,112.0,2016,10,Maine,23.0,63941.0,74853.0,151051.0,154906.0,150954.0,169302.0,209868.0,192267.0,99895.0,29246.0,14109.0,1331479.0,0.1444010757961635,"October, 2016",46.9,37.4,56.4,3.98,502.0,,0.04802253734381091,0.05621793509323091,0.1134460250593513,0.116341301665291,0.11337317374138083,0.12715333850552657,0.15762021030748513,0.07502559184185406,0.021965047890353508,0.010596487064384793
2016-11-01,106.0,2016,11,Maine,23.0,63941.0,74853.0,151051.0,154906.0,150954.0,169302.0,209868.0,192267.0,99895.0,29246.0,14109.0,1331479.0,0.1444010757961635,"November, 2016",37.2,30.0,44.4,3.82,769.0,,0.04802253734381091,0.05621793509323091,0.1134460250593513,0.116341301665291,0.11337317374138083,0.12715333850552657,0.15762021030748513,0.07502559184185406,0.021965047890353508,0.010596487064384793
